Tªn Trang BÞ	ItemGenre	DetailType	ParticularType	SPR		Ngang	Däc				Level																																			Dßng HiÖn	Dßng Èn	Dßng HiÖn	Dßng Èn	Dßng HiÖn	Dßng Èn	Opt	Opt		Skill	Dßng Cuèi		
B¹ch Hæ Phæ TÕ T¨ng M¹o	0	7	0	\spr\item\equip\cap\obj-ma-cap22.spr	28	2	2	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp B¹ch Hæ(2)	1	99999	10	0	30	360	360	31	85	85																36	120	39	0									1706	2266	1746	1786	2106	2186	400	425	2	1019	2226	2	7
B¹ch Hæ Phæ TÕ Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring21.spr	37	1	1	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp B¹ch Hæ(3)	3	99999	10	0																						36	120	39	0									1706	2346	1746	1906	2106	2186	400	425	3		1670	2	7
B¹ch Hæ Phæ TÕ Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle21.spr	34	1	2	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp B¹ch Hæ(4)	4	99999	10	0	30	135	135	31	80	80																36	120	39	0									1706	2306	1746	1786	2106	2186	400	425	4		2786	2	7
B¹ch Hæ Phæ TÕ Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash21.spr	33	2	1	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp B¹ch Hæ(5)	0	99999	10	0	30	160	160	31	80	80																36	120	39	0									1706	2386	1746	1826	2106	2186	400	425	5	1001	2226	2	7
B¹ch Hæ Phæ TÕ Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth22.spr	22	2	3	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp B¹ch Hæ(6)	2	99999	10	0	30	720	720	31	90	90																36	120	39	0									1706	2426	1746	1866	2615	2186	400	425	6	1024	2786	2	7
B¹ch Hæ Phæ TÕ TriÒn Thñ	0	0	6	\spr\item\equip\closeweapon\obj-glove01.spr	9	1	2	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp B¹ch Hæ(7)	1	99999	10	0	28	1	1	29	1	1	167	-30	-30	31	99	99										36	120	39	0									2226	2266	1986	1786	2106	2186	400	425	7		1670	2	7
B¹ch Hæ Phæ TÕ T¨ng Hµi	0	5	0	\spr\item\equip\boots\obj-shoes21.spr	26	2	2	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp B¹ch Hæ(8)	3	99999	10	0	30	160	160	31	80	80																36	120	39	0									1706	2346	1746	1906	1946	2186	400	425	8		2226	2	7
B¹ch Hæ Phæ TÕ Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist25.spr	36	1	2	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp B¹ch Hæ(9)	4	99999	10	0																						36	120	39	0									1706	2306	1746	1786	2106	2186	400	425	9	1013	2226	2	7
B¹ch Hæ Phæ TÕ H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring22.spr	37	1	1	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp B¹ch Hæ(10)	0	99999	10	0																						36	120	39	0									1706	2386	1746	1826	2106	2186	400	425	10		1670	2	7
B¹ch Hæ L«i ¢m PhËt Ch©u	0	4	1	\spr\item\equip\nick\obj-neck24.spr	36	2	1	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp B¹ch Hæ(1)	4	99999	10	0																						36	120	39	0									1706	2426	1746	1866	2146	2186	401	426	1	1035	2226	2	7
B¹ch Hæ L«i ¢m T¨ng M¹o	0	7	0	\spr\item\equip\cap\obj-ma-cap22.spr	28	2	2	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp B¹ch Hæ(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	0									1706	2266	1746	1786	2106	2186	401	426	2		2226	2	7
B¹ch Hæ L«i ¢m Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring21.spr	37	1	1	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp B¹ch Hæ(3)	2	99999	10	0																						36	120	39	0									1706	2346	1746	1906	2106	2186	401	426	3		1670	2	7
B¹ch Hæ L«i ¢m Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle21.spr	34	1	2	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp B¹ch Hæ(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	0									1706	2306	1746	1786	2106	2186	401	426	4	1047	2786	2	7
B¹ch Hæ L«i ¢m Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash21.spr	33	2	1	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp B¹ch Hæ(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	0									1706	2386	1746	1826	2106	2186	401	426	5	1029	2226	2	7
B¹ch Hæ L«i ¢m Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth22.spr	22	2	3	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp B¹ch Hæ(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	0									1706	2426	1746	1866	2615	2186	401	426	6	1052	2786	2	7
B¹ch Hæ L«i ¢m T¨ng C«n	0	0	2	\spr\item\equip\closeweapon\obj-staff15.spr	11	1	4	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp B¹ch Hæ(7)	0	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	120	39	0									2716	2266	1986	1786	2106	2186	401	426	7		1670	2	7
B¹ch Hæ L«i ¢m T¨ng Hµi	0	5	0	\spr\item\equip\boots\obj-shoes21.spr	26	2	2	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp B¹ch Hæ(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	0									1706	2346	1746	1906	1946	2186	401	426	8		2226	2	7
B¹ch Hæ L«i ¢m Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist25.spr	36	1	2	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp B¹ch Hæ(9)	1	99999	10	0																						36	120	39	0									1706	2306	1746	1786	2106	2186	401	426	9	1041	2226	2	7
B¹ch Hæ L«i ¢m H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring22.spr	37	1	1	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp B¹ch Hæ(10)	3	99999	10	0																						36	120	39	0									1706	2386	1746	1826	2106	2186	401	426	10		1670	2	7
B¹ch Hæ Ma Ni H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck24.spr	36	2	1	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp B¹ch Hæ(1)	4	99999	10	0																						36	120	39	0									1706	2426	1746	1866	2146	2186	402	427	1	1035	2226	2	7
B¹ch Hæ Ma Ni T¨ng M¹o	0	7	0	\spr\item\equip\cap\obj-ma-cap22.spr	28	2	2	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp B¹ch Hæ(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	0									1706	2266	1746	1786	2106	2186	402	427	2		2226	2	7
B¹ch Hæ Ma Ni Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring21.spr	37	1	1	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp B¹ch Hæ(3)	2	99999	10	0																						36	120	39	0									1706	2346	1746	1906	2106	2186	402	427	3		1670	2	7
B¹ch Hæ Ma Ni Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle21.spr	34	1	2	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp B¹ch Hæ(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	0									1706	2306	1746	1786	2106	2186	402	427	4		2786	2	7
B¹ch Hæ Ma Ni Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash21.spr	33	2	1	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp B¹ch Hæ(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	0									1706	2386	1746	1826	2106	2186	402	427	5	1057	2226	2	7
B¹ch Hæ Ma Ni Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth22.spr	22	2	3	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp B¹ch Hæ(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	0									1706	2426	1746	1866	2615	2186	402	427	6	1074	2786	2	7
B¹ch Hæ Ma Ni Giíi §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp B¹ch Hæ(7)	0	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	0									2716	2266	1986	1786	2106	2186	402	427	7		1670	2	7
B¹ch Hæ Ma Ni T¨ng Hµi	0	5	1	\spr\item\equip\boots\obj-shoes21.spr	26	2	2	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp B¹ch Hæ(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	0									1706	2346	1746	1906	1946	2186	402	427	8	1069	2226	2	7
B¹ch Hæ Ma Ni Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist25.spr	36	1	2	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp B¹ch Hæ(9)	1	99999	10	0																						36	120	39	0									1706	2306	1746	1786	2106	2186	402	427	9	1063	2226	2	7
B¹ch Hæ Ma Ni H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring22.spr	37	1	1	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp B¹ch Hæ(10)	3	99999	10	0																						36	120	39	0									1706	2386	1746	1826	2106	2186	402	427	10		1670	2	7
B¹ch Hæ §Þnh Quang Liªn	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp B¹ch Hæ(1)	0	99999	10	0																						36	120	39	1									1706	2426	1746	1866	2146	2186	403	428	1	1085	2226	2	7
B¹ch Hæ §Þnh Quang Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap23.spr	31	2	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp B¹ch Hæ(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	1									1706	2266	1746	1786	2106	2186	403	428	2	1097	2226	2	7
B¹ch Hæ §Þnh Quang Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring17.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp B¹ch Hæ(3)	1	99999	10	0																						36	120	39	1									1706	2346	1746	1906	2106	2186	403	428	3		1670	2	7
B¹ch Hæ §Þnh Quang Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle22.spr	34	1	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp B¹ch Hæ(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	1									1706	2306	1746	1786	2106	2186	403	428	4		2786	2	7
B¹ch Hæ §Þnh Quang Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash22.spr	33	2	1	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp B¹ch Hæ(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	1									1706	2386	1746	1826	2106	2186	403	428	5	1079	2226	2	7
B¹ch Hæ §Þnh Quang Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth23.spr	23	2	3	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp B¹ch Hæ(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	1									1706	2426	1746	1866	2615	2186	403	428	6	1102	2786	2	7
B¹ch Hæ §Þnh Quang Chïy	0	0	4	\spr\item\equip\closeweapon\obj-adha05.spr	13	2	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp B¹ch Hæ(7)	2	99999	10	0	28	55	55	29	165	165	167	-30	-30	31	99	99										36	120	39	1									2226	2266	1986	2026	2106	2186	403	428	7		1670	2	7
B¹ch Hæ §Þnh Quang Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes22.spr	26	2	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp B¹ch Hæ(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	1									1706	2346	1746	1906	1946	2186	403	428	8		2226	2	7
B¹ch Hæ §Þnh Quang Béi	0	9	1	\spr\item\equip\waist\obj-waist22.spr	36	1	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp B¹ch Hæ(9)	3	99999	10	0																						36	120	39	1									1706	2306	1746	1786	2106	2186	403	428	9	1091	2226	2	7
B¹ch Hæ §Þnh Quang H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring18.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp B¹ch Hæ(10)	4	99999	10	0																						36	120	39	1									1706	2386	1746	1826	2106	2186	403	428	10		1670	2	7
B¹ch Hæ Ngù Phong H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp B¹ch Hæ(1)	0	99999	10	0																						36	120	39	1									1706	2426	1746	1866	2146	2186	404	429	1	1113	2226	2	7
B¹ch Hæ Ngù Phong Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap23.spr	31	2	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp B¹ch Hæ(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	1									1706	2266	1746	1786	2106	2186	404	429	2		2226	2	7
B¹ch Hæ Ngù Phong Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring17.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp B¹ch Hæ(3)	1	99999	10	0																						36	120	39	1									1706	2346	1746	1906	2106	2186	404	429	3		1670	2	7
B¹ch Hæ Ngù Phong Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle22.spr	34	1	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp B¹ch Hæ(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	1									1706	2306	1746	1786	2106	2186	404	429	4	1125	2786	2	7
B¹ch Hæ Ngù Phong Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash22.spr	33	2	1	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp B¹ch Hæ(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	1									1706	2386	1746	1826	2106	2186	404	429	5	1107	2226	2	7
B¹ch Hæ Ngù Phong Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth23.spr	23	2	3	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp B¹ch Hæ(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	1									1706	2426	1746	1866	2615	2186	404	429	6	1130	2786	2	7
B¹ch Hæ Ngù Phong Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear05.spr	12	1	4	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp B¹ch Hæ(7)	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	120	39	1									2226	2266	1986	2026	2106	2186	404	429	7		1670	2	7
B¹ch Hæ Ngù Phong Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes22.spr	26	2	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp B¹ch Hæ(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	1									1706	2346	1746	1906	1946	2186	404	429	8		2226	2	7
B¹ch Hæ Ngù Phong Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist22.spr	36	1	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp B¹ch Hæ(9)	3	99999	10	0																						36	120	39	1									1706	2306	1746	1786	2106	2186	404	429	9	1119	2226	2	7
B¹ch Hæ Ngù Phong H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring18.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp B¹ch Hæ(10)	4	99999	10	0																						36	120	39	1									1706	2386	1746	1826	2106	2186	404	429	10		1670	2	7
B¹ch Hæ Phiªu Phong H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp B¹ch Hæ(1)	0	99999	10	0																						36	120	39	1									1706	2426	1746	1866	2146	2186	405	430	1	1141	2226	2	7
B¹ch Hæ Phiªu Phong Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap23.spr	31	2	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp B¹ch Hæ(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	1									1706	2266	1746	1786	2106	2186	405	430	2		2226	2	7
B¹ch Hæ Phiªu Phong Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring17.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp B¹ch Hæ(3)	1	99999	10	0																						36	120	39	1									1706	2346	1746	1906	2106	2186	405	430	3		1670	2	7
B¹ch Hæ Phiªu Phong Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle22.spr	34	1	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp B¹ch Hæ(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	1									1706	2306	1746	1786	2106	2186	405	430	4		2786	2	7
B¹ch Hæ Phiªu Phong Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash22.spr	33	2	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp B¹ch Hæ(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	1									1706	2386	1746	1826	2106	2186	405	430	5	1135	2226	2	7
B¹ch Hæ Phiªu Phong Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth23.spr	23	2	3	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp B¹ch Hæ(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	1									1706	2426	1746	1866	2615	2186	405	430	6	1158	2786	2	7
B¹ch Hæ Phiªu Phong B¶o §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp B¹ch Hæ(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	1									2226	2266	1986	2026	2106	2186	405	430	7		1670	2	7
B¹ch Hæ Phiªu Phong Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes22.spr	26	2	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp B¹ch Hæ(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	1									1706	2346	1746	1906	1946	2186	405	430	8	1153	2226	2	7
B¹ch Hæ Phiªu Phong Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist22.spr	36	1	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp B¹ch Hæ(9)	3	99999	10	0																						36	120	39	1									1706	2306	1746	1786	2106	2186	405	430	9	1147	2226	2	7
B¹ch Hæ Phiªu Phong H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring18.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp B¹ch Hæ(10)	4	99999	10	0																						36	120	39	1									1706	2386	1746	1826	2106	2186	405	430	10		1670	2	7
B¹ch Hæ L­u V©n Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck26.spr	36	2	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp B¹ch Hæ(1)	4	99999	10	0																						36	120	39	4									1706	2426	1746	1866	2146	2186	406	431	1	1169	2226	2	7
B¹ch Hæ L­u V©n Ph¸t §¸i	0	7	10	\spr\item\equip\cap\obj-fm-cap22.spr	28	2	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp B¹ch Hæ(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	4									1706	2266	1746	1786	2106	2186	406	431	2		2226	2	7
B¹ch Hæ L­u V©n Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring25.spr	37	1	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp B¹ch Hæ(3)	2	99999	10	0																						36	120	39	4									1706	2346	1746	1906	2106	2186	406	431	3		1670	2	7
B¹ch Hæ L­u V©n Hé UyÓn	0	8	0	\spr\item\equip\bangle\obj-bangle23.spr	35	1	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp B¹ch Hæ(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	4									1706	2306	1746	1786	2106	2186	406	431	4	1181	2786	2	7
B¹ch Hæ L­u V©n Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash23.spr	33	2	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp B¹ch Hæ(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	4									1706	2386	1746	1826	2106	2186	406	431	5	1163	2226	2	7
B¹ch Hæ L­u V©n Sa Y	0	2	10	\spr\item\equip\armor\obj-fm-cloth23.spr	24	2	3	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp B¹ch Hæ(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	4									1706	2426	1746	1866	2615	2186	406	431	6	1186	2786	2	7
B¹ch Hæ L­u V©n Tr­êng KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword25.spr	9	1	3	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp B¹ch Hæ(7)	0	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	4									2716	2266	1986	1786	2106	2186	406	431	7		1670	2	7
B¹ch Hæ L­u V©n Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes23.spr	27	2	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp B¹ch Hæ(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	4									1706	2346	1746	1906	1946	2186	406	431	8		2226	2	7
B¹ch Hæ L­u V©n H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist27.spr	36	1	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp B¹ch Hæ(9)	1	99999	10	0																						36	120	39	4									1706	2306	1746	1786	2106	2186	406	431	9	1175	2226	2	7
B¹ch Hæ L­u V©n H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring26.spr	37	1	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp B¹ch Hæ(10)	3	99999	10	0																						36	120	39	4									1706	2386	1746	1826	2106	2186	406	431	10		1670	2	7
B¹ch Hæ Hµn Ngäc Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck26.spr	36	2	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp B¹ch Hæ(1)	4	99999	10	0																						36	120	39	4									1706	2426	1746	1866	2146	2186	407	432	1	1197	2226	2	7
B¹ch Hæ Hµn Ngäc Ph¸t §¸i	0	7	10	\spr\item\equip\cap\obj-fm-cap22.spr	28	2	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp B¹ch Hæ(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	4									1706	2266	1746	1786	2106	2186	407	432	2		2226	2	7
B¹ch Hæ Hµn Ngäc Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring25.spr	37	1	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp B¹ch Hæ(3)	2	99999	10	0																						36	120	39	4									1706	2346	1746	1906	2106	2186	407	432	3		1670	2	7
B¹ch Hæ Hµn Ngäc Hé UyÓn	0	8	0	\spr\item\equip\bangle\obj-bangle23.spr	35	1	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp B¹ch Hæ(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	4									1706	2306	1746	1786	2106	2186	407	432	4		2786	2	7
B¹ch Hæ Hµn Ngäc Thóc Yªu	0	6	1	\spr\item\equip\sash\obj-sash23.spr	33	2	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp B¹ch Hæ(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	4									1706	2386	1746	1826	2106	2186	407	432	5	1191	2226	2	7
B¹ch Hæ Hµn Ngäc Sam	0	2	10	\spr\item\equip\armor\obj-fm-cloth23.spr	24	2	3	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp B¹ch Hæ(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	4									1706	2426	1746	1866	2615	2186	407	432	6	1214	2786	2	7
B¹ch Hæ Hµn Ngäc TriÒn Thñ	0	0	6	\spr\item\equip\closeweapon\obj-glove02.spr	9	1	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp B¹ch Hæ(7)	0	99999	10	0	28	60	60	29	100	100	167	-30	-30	31	99	99										36	120	39	4									2736	2266	2466	1786	2106	2186	407	432	7		1670	2	7
B¹ch Hæ Hµn Ngäc Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes23.spr	27	2	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp B¹ch Hæ(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	4									1706	2346	1746	1906	1946	2186	407	432	8	1209	2226	2	7
B¹ch Hæ Hµn Ngäc H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist27.spr	36	1	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp B¹ch Hæ(9)	1	99999	10	0																						36	120	39	4									1706	2306	1746	1786	2106	2186	407	432	9	1203	2226	2	7
B¹ch Hæ Hµn Ngäc H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring26.spr	37	1	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp B¹ch Hæ(10)	3	99999	10	0																						36	120	39	4									1706	2386	1746	1826	2106	2186	407	432	10		1670	2	7
B¹ch Hæ Hång Nhan Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck26.spr	36	2	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp B¹ch Hæ(1)	4	99999	10	0																						36	120	39	5									1706	2426	1746	1866	2146	2186	408	433	1	1225	2226	2	7
B¹ch Hæ Hång Nhan Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap22.spr	28	2	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp B¹ch Hæ(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	5									1706	2266	1746	1786	2106	2186	408	433	2		2226	2	7
B¹ch Hæ Hång Nhan Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring25.spr	37	1	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp B¹ch Hæ(3)	2	99999	10	0																						36	120	39	5									1706	2346	1746	1906	2106	2186	408	433	3		1670	2	7
B¹ch Hæ Hång Nhan Tô	0	8	0	\spr\item\equip\bangle\obj-bangle23.spr	35	1	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp B¹ch Hæ(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	5									1706	2306	1746	1786	2106	2186	408	433	4	1237	2786	2	7
B¹ch Hæ Hång Nhan Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash23.spr	32	2	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp B¹ch Hæ(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	5									1706	2386	1746	1826	2106	2186	408	433	5	1219	2226	2	7
B¹ch Hæ Hång Nhan Sam	0	2	9	\spr\item\equip\armor\obj-fm-cloth23.spr	24	2	3	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp B¹ch Hæ(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	5									1706	2426	1746	1866	2615	2186	408	433	6	1242	2786	2	7
