Tªn Thuéc TÝnh				ID	Min	Max	H	I	Skill	Skill	L
T¨ng Kh¸ng Háa D­¬ng				230	60	65	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	65	70	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	70	75	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	75	80	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	80	85	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	85	90	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	90	95	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	95	100	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	100	105	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	105	110	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	110	115	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	115	120	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng(Max)				230	25	25	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng(Max)				230	30	30	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng(Max)				230	35	35	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng(Max)				230	40	40	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng(Max)				230	45	45	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng(Max)				230	50	50	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng(Max)				230	55	55	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng(Max)				230	60	60	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng(Max)				230	65	65	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng(Max)				230	70	70	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng(Max)				230	75	75	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng(Max)				230	80	80	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng(Max)				230	85	85	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng(Max)				230	90	90	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng(Max)				230	95	95	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng(Max)				230	100	100	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng(Max)				230	105	105	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng(Max)				230	110	110	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng(Max)				230	115	115	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng(Max)				230	120	120	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	20	25	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	25	30	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	30	35	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	35	40	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	40	45	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	45	50	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	50	55	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	55	60	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	60	65	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	65	70	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	70	75	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	75	80	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	80	85	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	85	90	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	90	95	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	95	100	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	100	105	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	105	110	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	110	115	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	115	120	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng(Max)				231	25	25	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng(Max)				231	30	30	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng(Max)				231	35	35	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng(Max)				231	40	40	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng(Max)				231	45	45	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng(Max)				231	50	50	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng(Max)				231	55	55	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng(Max)				231	60	60	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng(Max)				231	65	65	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng(Max)				231	70	70	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng(Max)				231	75	75	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng(Max)				231	80	80	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng(Max)				231	85	85	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng(Max)				231	90	90	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng(Max)				231	95	95	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng(Max)				231	100	100	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng(Max)				231	105	105	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng(Max)				231	110	110	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng(Max)				231	115	115	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng(Max)				231	120	120	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	20	25	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	25	30	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	30	35	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	35	40	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	40	45	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	45	50	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	50	55	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	55	60	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	60	65	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	65	70	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	70	75	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	75	80	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	80	85	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	85	90	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	90	95	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	95	100	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	100	105	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	105	110	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	110	115	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	115	120	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng(Max)				232	25	25	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng(Max)				232	30	30	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng(Max)				232	35	35	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng(Max)				232	40	40	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng(Max)				232	45	45	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng(Max)				232	50	50	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng(Max)				232	55	55	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng(Max)				232	60	60	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng(Max)				232	65	65	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng(Max)				232	70	70	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng(Max)				232	75	75	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng(Max)				232	80	80	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng(Max)				232	85	85	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng(Max)				232	90	90	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng(Max)				232	95	95	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng(Max)				232	100	100	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng(Max)				232	105	105	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng(Max)				232	110	110	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng(Max)				232	115	115	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng(Max)				232	120	120	-1	-1	0	0	0
B¨ng S¸t Néi C«ng				169	550	700	-1	-1	0	0	0
B¨ng S¸t Néi C«ng				169	700	850	-1	-1	0	0	0
B¨ng S¸t Néi C«ng				169	850	1000	-1	-1	0	0	0
B¨ng S¸t Néi C«ng				169	1000	1150	-1	-1	0	0	0
B¨ng S¸t Néi C«ng				169	1150	1300	-1	-1	0	0	0
B¨ng S¸t Néi C«ng				169	1300	1450	-1	-1	0	0	0
B¨ng S¸t Néi C«ng				169	1450	1600	-1	-1	0	0	0
B¨ng S¸t Néi C«ng				169	1600	1750	-1	-1	0	0	0
B¨ng S¸t Néi C«ng				169	1750	1900	-1	-1	0	0	0
B¨ng S¸t Néi C«ng				169	1900	2050	-1	-1	0	0	0
B¨ng S¸t Néi C«ng				169	2050	2200	-1	-1	0	0	0
B¨ng S¸t Néi C«ng				169	2200	2350	-1	-1	0	0	0
B¨ng S¸t Néi C«ng				169	2350	2500	-1	-1	0	0	0
B¨ng S¸t Néi C«ng				169	2500	2650	-1	-1	0	0	0
B¨ng S¸t Néi C«ng				169	2650	2800	-1	-1	0	0	0
B¨ng S¸t Néi C«ng				169	2800	2950	-1	-1	0	0	0
B¨ng S¸t Néi C«ng				169	2950	3100	-1	-1	0	0	0
B¨ng S¸t Néi C«ng				169	3100	3250	-1	-1	0	0	0
B¨ng S¸t Néi C«ng				169	3250	3400	-1	-1	0	0	0
B¨ng S¸t Néi C«ng				169	3400	3550	-1	-1	0	0	0
B¨ng S¸t Néi C«ng(Max)				169	700	700	-1	-1	0	0	0
B¨ng S¸t Néi C«ng(Max)				169	850	850	-1	-1	0	0	0
B¨ng S¸t Néi C«ng(Max)				169	1000	1000	-1	-1	0	0	0
B¨ng S¸t Néi C«ng(Max)				169	1150	1150	-1	-1	0	0	0
B¨ng S¸t Néi C«ng(Max)				169	1300	1300	-1	-1	0	0	0
B¨ng S¸t Néi C«ng(Max)				169	1450	1450	-1	-1	0	0	0
B¨ng S¸t Néi C«ng(Max)				169	1600	1600	-1	-1	0	0	0
B¨ng S¸t Néi C«ng(Max)				169	1750	1750	-1	-1	0	0	0
B¨ng S¸t Néi C«ng(Max)				169	1900	1900	-1	-1	0	0	0
B¨ng S¸t Néi C«ng(Max)				169	2050	2050	-1	-1	0	0	0
B¨ng S¸t Néi C«ng(Max)				169	2200	2200	-1	-1	0	0	0
B¨ng S¸t Néi C«ng(Max)				169	2350	2350	-1	-1	0	0	0
B¨ng S¸t Néi C«ng(Max)				169	2500	2500	-1	-1	0	0	0
B¨ng S¸t Néi C«ng(Max)				169	2650	2650	-1	-1	0	0	0
B¨ng S¸t Néi C«ng(Max)				169	2800	2800	-1	-1	0	0	0
B¨ng S¸t Néi C«ng(Max)				169	2950	2950	-1	-1	0	0	0
B¨ng S¸t Néi C«ng(Max)				169	3100	3100	-1	-1	0	0	0
B¨ng S¸t Néi C«ng(Max)				169	3250	3250	-1	-1	0	0	0
B¨ng S¸t Néi C«ng(Max)				169	3400	3400	-1	-1	0	0	0
B¨ng S¸t Néi C«ng(Max)				169	3550	3550	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	550	700	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	700	850	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	850	1000	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	1000	1150	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	1150	1300	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	1300	1450	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	1450	1600	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	1600	1750	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	1750	1900	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	1900	2050	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	2050	2200	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	2200	2350	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	2350	2500	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	2500	2650	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	2650	2800	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	2800	2950	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	2950	3100	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	3100	3250	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	3250	3400	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	3400	3550	-1	-1	0	0	0
Háa S¸t Néi C«ng(Max)				170	700	700	-1	-1	0	0	0
Háa S¸t Néi C«ng(Max)				170	850	850	-1	-1	0	0	0
Háa S¸t Néi C«ng(Max)				170	1000	1000	-1	-1	0	0	0
Háa S¸t Néi C«ng(Max)				170	1150	1150	-1	-1	0	0	0
Háa S¸t Néi C«ng(Max)				170	1300	1300	-1	-1	0	0	0
Háa S¸t Néi C«ng(Max)				170	1450	1450	-1	-1	0	0	0
Háa S¸t Néi C«ng(Max)				170	1600	1600	-1	-1	0	0	0
Háa S¸t Néi C«ng(Max)				170	1750	1750	-1	-1	0	0	0
Háa S¸t Néi C«ng(Max)				170	1900	1900	-1	-1	0	0	0
Háa S¸t Néi C«ng(Max)				170	2050	2050	-1	-1	0	0	0
Háa S¸t Néi C«ng(Max)				170	2200	2200	-1	-1	0	0	0
Háa S¸t Néi C«ng(Max)				170	2350	2350	-1	-1	0	0	0
Háa S¸t Néi C«ng(Max)				170	2500	2500	-1	-1	0	0	0
Háa S¸t Néi C«ng(Max)				170	2650	2650	-1	-1	0	0	0
Háa S¸t Néi C«ng(Max)				170	2800	2800	-1	-1	0	0	0
Háa S¸t Néi C«ng(Max)				170	2950	2950	-1	-1	0	0	0
Háa S¸t Néi C«ng(Max)				170	3100	3100	-1	-1	0	0	0
Háa S¸t Néi C«ng(Max)				170	3250	3250	-1	-1	0	0	0
Háa S¸t Néi C«ng(Max)				170	3400	3400	-1	-1	0	0	0
Háa S¸t Néi C«ng(Max)				170	3550	3550	-1	-1	0	0	0
L«i S¸t Néi C«ng				171	550	700	-1	-1	0	0	0
L«i S¸t Néi C«ng				171	700	850	-1	-1	0	0	0
L«i S¸t Néi C«ng				171	850	1000	-1	-1	0	0	0
L«i S¸t Néi C«ng				171	1000	1150	-1	-1	0	0	0
L«i S¸t Néi C«ng				171	1150	1300	-1	-1	0	0	0
L«i S¸t Néi C«ng				171	1300	1450	-1	-1	0	0	0
L«i S¸t Néi C«ng				171	1450	1600	-1	-1	0	0	0
L«i S¸t Néi C«ng				171	1600	1750	-1	-1	0	0	0
L«i S¸t Néi C«ng				171	1750	1900	-1	-1	0	0	0
L«i S¸t Néi C«ng				171	1900	2050	-1	-1	0	0	0
L«i S¸t Néi C«ng				171	2050	2200	-1	-1	0	0	0
L«i S¸t Néi C«ng				171	2200	2350	-1	-1	0	0	0
L«i S¸t Néi C«ng				171	2350	2500	-1	-1	0	0	0
L«i S¸t Néi C«ng				171	2500	2650	-1	-1	0	0	0
L«i S¸t Néi C«ng				171	2650	2800	-1	-1	0	0	0
L«i S¸t Néi C«ng				171	2800	2950	-1	-1	0	0	0
L«i S¸t Néi C«ng				171	2950	3100	-1	-1	0	0	0
L«i S¸t Néi C«ng				171	3100	3250	-1	-1	0	0	0
L«i S¸t Néi C«ng				171	3250	3400	-1	-1	0	0	0
L«i S¸t Néi C«ng				171	3400	3550	-1	-1	0	0	0
L«i S¸t Néi C«ng(Max)				171	700	700	-1	-1	0	0	0
L«i S¸t Néi C«ng(Max)				171	850	850	-1	-1	0	0	0
L«i S¸t Néi C«ng(Max)				171	1000	1000	-1	-1	0	0	0
L«i S¸t Néi C«ng(Max)				171	1150	1150	-1	-1	0	0	0
L«i S¸t Néi C«ng(Max)				171	1300	1300	-1	-1	0	0	0
L«i S¸t Néi C«ng(Max)				171	1450	1450	-1	-1	0	0	0
L«i S¸t Néi C«ng(Max)				171	1600	1600	-1	-1	0	0	0
L«i S¸t Néi C«ng(Max)				171	1750	1750	-1	-1	0	0	0
L«i S¸t Néi C«ng(Max)				171	1900	1900	-1	-1	0	0	0
L«i S¸t Néi C«ng(Max)				171	2050	2050	-1	-1	0	0	0
L«i S¸t Néi C«ng(Max)				171	2200	2200	-1	-1	0	0	0
L«i S¸t Néi C«ng(Max)				171	2350	2350	-1	-1	0	0	0
L«i S¸t Néi C«ng(Max)				171	2500	2500	-1	-1	0	0	0
L«i S¸t Néi C«ng(Max)				171	2650	2650	-1	-1	0	0	0
L«i S¸t Néi C«ng(Max)				171	2800	2800	-1	-1	0	0	0
L«i S¸t Néi C«ng(Max)				171	2950	2950	-1	-1	0	0	0
L«i S¸t Néi C«ng(Max)				171	3100	3100	-1	-1	0	0	0
L«i S¸t Néi C«ng(Max)				171	3250	3250	-1	-1	0	0	0
L«i S¸t Néi C«ng(Max)				171	3400	3400	-1	-1	0	0	0
L«i S¸t Néi C«ng(Max)				171	3550	3550	-1	-1	0	0	0
§éc S¸t Néi C«ng				172	200	250	-1	-1	0	0	0
§éc S¸t Néi C«ng				172	250	300	-1	-1	0	0	0
§éc S¸t Néi C«ng				172	300	350	-1	-1	0	0	0
§éc S¸t Néi C«ng				172	350	400	-1	-1	0	0	0
§éc S¸t Néi C«ng				172	400	450	-1	-1	0	0	0
§éc S¸t Néi C«ng				172	450	500	-1	-1	0	0	0
§éc S¸t Néi C«ng				172	500	550	-1	-1	0	0	0
§éc S¸t Néi C«ng				172	550	600	-1	-1	0	0	0
§éc S¸t Néi C«ng				172	600	650	-1	-1	0	0	0
§éc S¸t Néi C«ng				172	650	700	-1	-1	0	0	0
§éc S¸t Néi C«ng				172	700	750	-1	-1	0	0	0
§éc S¸t Néi C«ng				172	750	800	-1	-1	0	0	0
§éc S¸t Néi C«ng				172	800	850	-1	-1	0	0	0
§éc S¸t Néi C«ng				172	850	900	-1	-1	0	0	0
§éc S¸t Néi C«ng				172	900	950	-1	-1	0	0	0
§éc S¸t Néi C«ng				172	950	1000	-1	-1	0	0	0
§éc S¸t Néi C«ng				172	1000	1050	-1	-1	0	0	0
§éc S¸t Néi C«ng				172	1050	1100	-1	-1	0	0	0
§éc S¸t Néi C«ng				172	1100	1150	-1	-1	0	0	0
§éc S¸t Néi C«ng				172	1150	1200	-1	-1	0	0	0
§éc S¸t Néi C«ng(Max)				172	250	250	-1	-1	0	0	0
§éc S¸t Néi C«ng(Max)				172	300	300	-1	-1	0	0	0
§éc S¸t Néi C«ng(Max)				172	350	350	-1	-1	0	0	0
§éc S¸t Néi C«ng(Max)				172	400	400	-1	-1	0	0	0
§éc S¸t Néi C«ng(Max)				172	450	450	-1	-1	0	0	0
§éc S¸t Néi C«ng(Max)				172	500	500	-1	-1	0	0	0
§éc S¸t Néi C«ng(Max)				172	550	550	-1	-1	0	0	0
§éc S¸t Néi C«ng(Max)				172	600	600	-1	-1	0	0	0
§éc S¸t Néi C«ng(Max)				172	650	650	-1	-1	0	0	0
§éc S¸t Néi C«ng(Max)				172	700	700	-1	-1	0	0	0
§éc S¸t Néi C«ng(Max)				172	750	750	-1	-1	0	0	0
§éc S¸t Néi C«ng(Max)				172	800	800	-1	-1	0	0	0
§éc S¸t Néi C«ng(Max)				172	850	850	-1	-1	0	0	0
§éc S¸t Néi C«ng(Max)				172	900	900	-1	-1	0	0	0
§éc S¸t Néi C«ng(Max)				172	950	950	-1	-1	0	0	0
§éc S¸t Néi C«ng(Max)				172	1000	1000	-1	-1	0	0	0
§éc S¸t Néi C«ng(Max)				172	1050	1050	-1	-1	0	0	0
§éc S¸t Néi C«ng(Max)				172	1100	1100	-1	-1	0	0	0
§éc S¸t Néi C«ng(Max)				172	1150	1150	-1	-1	0	0	0
§éc S¸t Néi C«ng(Max)				172	1200	1200	-1	-1	0	0	0
Thêi Gian Phôc Håi D­¬ng				245	26	34	-1	-1	0	0	0
Thêi Gian Phôc Håi D­¬ng				245	34	42	-1	-1	0	0	0
Thêi Gian Phôc Håi D­¬ng				245	42	51	-1	-1	0	0	0
Thêi Gian Phôc Håi D­¬ng				245	51	59	-1	-1	0	0	0
Thêi Gian Phôc Håi D­¬ng				245	59	67	-1	-1	0	0	0
Thêi Gian Phôc Håi D­¬ng				245	67	76	-1	-1	0	0	0
Thêi Gian Phôc Håi D­¬ng				245	76	84	-1	-1	0	0	0
Thêi Gian Phôc Håi D­¬ng				245	84	92	-1	-1	0	0	0
Thêi Gian Phôc Håi D­¬ng				245	92	100	-1	-1	0	0	0
Thêi Gian Phôc Håi D­¬ng				245	100	110	-1	-1	0	0	0
Thêi Gian Phôc Håi D­¬ng(Max)				245	34	34	-1	-1	0	0	0
Thêi Gian Phôc Håi D­¬ng(Max)				245	42	42	-1	-1	0	0	0
Thêi Gian Phôc Håi D­¬ng(Max)				245	51	51	-1	-1	0	0	0
Thêi Gian Phôc Håi D­¬ng(Max)				245	59	59	-1	-1	0	0	0
Thêi Gian Phôc Håi D­¬ng(Max)				245	67	67	-1	-1	0	0	0
Thêi Gian Phôc Håi D­¬ng(Max)				245	76	76	-1	-1	0	0	0
Thêi Gian Phôc Håi D­¬ng(Max)				245	84	84	-1	-1	0	0	0
Thêi Gian Phôc Håi D­¬ng(Max)				245	92	92	-1	-1	0	0	0
Thêi Gian Phôc Håi D­¬ng(Max)				245	100	100	-1	-1	0	0	0
Thêi Gian Phôc Håi D­¬ng(Max)				245	110	110	-1	-1	0	0	0
Thêi Gian Tr× Ho·n				161	15	20	-1	-1	0	0	0
Thêi Gian Tr× Ho·n				161	20	25	-1	-1	0	0	0
Thêi Gian Tr× Ho·n				161	25	30	-1	-1	0	0	0
Thêi Gian Tr× Ho·n				161	30	40	-1	-1	0	0	0
Thêi Gian Tr× Ho·n				161	40	50	-1	-1	0	0	0
Thêi Gian Tr× Ho·n				161	50	60	-1	-1	0	0	0
Thêi Gian Tr× Ho·n				161	60	70	-1	-1	0	0	0
Thêi Gian Tr× Ho·n				161	70	80	-1	-1	0	0	0
Thêi Gian Tr× Ho·n				161	80	90	-1	-1	0	0	0
Thêi Gian Tr× Ho·n				161	90	100	-1	-1	0	0	0
Thêi Gian Tr× Ho·n(Max)				161	20	20	-1	-1	0	0	0
Thêi Gian Tr× Ho·n(Max)				161	25	25	-1	-1	0	0	0
Thêi Gian Tr× Ho·n(Max)				161	30	30	-1	-1	0	0	0
Thêi Gian Tr× Ho·n(Max)				161	40	40	-1	-1	0	0	0
Thêi Gian Tr× Ho·n(Max)				161	50	50	-1	-1	0	0	0
Thêi Gian Tr× Ho·n(Max)				161	60	60	-1	-1	0	0	0
Thêi Gian Tr× Ho·n(Max)				161	70	70	-1	-1	0	0	0
Thêi Gian Tr× Ho·n(Max)				161	80	80	-1	-1	0	0	0
Thêi Gian Tr× Ho·n(Max)				161	90	90	-1	-1	0	0	0
Thêi Gian Tr× Ho·n(Max)				161	100	100	-1	-1	0	0	0
Thêi Gian §éc Ph¸t				164	1	2	-1	-1	0	0	0
Thêi Gian §éc Ph¸t				164	2	4	-1	-1	0	0	0
Thêi Gian §éc Ph¸t				164	4	6	-1	-1	0	0	0
Thêi Gian §éc Ph¸t				164	6	8	-1	-1	0	0	0
Thêi Gian §éc Ph¸t				164	8	10	-1	-1	0	0	0
Thêi Gian §éc Ph¸t				164	10	12	-1	-1	0	0	0
Thêi Gian §éc Ph¸t				164	12	14	-1	-1	0	0	0
Thêi Gian §éc Ph¸t				164	14	16	-1	-1	0	0	0
Thêi Gian §éc Ph¸t				164	16	18	-1	-1	0	0	0
Thêi Gian §éc Ph¸t				164	18	20	-1	-1	0	0	0
Thêi Gian §éc Ph¸t(Max)				164	2	2	-1	-1	0	0	0
Thêi Gian §éc Ph¸t(Max)				164	4	4	-1	-1	0	0	0
Thêi Gian §éc Ph¸t(Max)				164	6	6	-1	-1	0	0	0
Thêi Gian §éc Ph¸t(Max)				164	8	8	-1	-1	0	0	0
Thêi Gian §éc Ph¸t(Max)				164	10	10	-1	-1	0	0	0
Thêi Gian §éc Ph¸t(Max)				164	12	12	-1	-1	0	0	0
Thêi Gian §éc Ph¸t(Max)				164	14	14	-1	-1	0	0	0
Thêi Gian §éc Ph¸t(Max)				164	16	16	-1	-1	0	0	0
Thêi Gian §éc Ph¸t(Max)				164	18	18	-1	-1	0	0	0
Thêi Gian §éc Ph¸t(Max)				164	20	20	-1	-1	0	0	0
Gia T¨ng S¸t Th­¬ng				40	15	20	-1	-1	0	0	0
Gia T¨ng S¸t Th­¬ng				40	20	25	-1	-1	0	0	0
Gia T¨ng S¸t Th­¬ng				40	25	30	-1	-1	0	0	0
Gia T¨ng S¸t Th­¬ng				40	30	40	-1	-1	0	0	0
Gia T¨ng S¸t Th­¬ng				40	40	50	-1	-1	0	0	0
Gia T¨ng S¸t Th­¬ng				40	50	60	-1	-1	0	0	0
Gia T¨ng S¸t Th­¬ng				40	60	70	-1	-1	0	0	0
Gia T¨ng S¸t Th­¬ng				40	70	80	-1	-1	0	0	0
Gia T¨ng S¸t Th­¬ng				40	80	90	-1	-1	0	0	0
Gia T¨ng S¸t Th­¬ng				40	90	100	-1	-1	0	0	0
Gia T¨ng S¸t Th­¬ng(Max)				40	20	20	-1	-1	0	0	0
Gia T¨ng S¸t Th­¬ng(Max)				40	25	25	-1	-1	0	0	0
Gia T¨ng S¸t Th­¬ng(Max)				40	30	30	-1	-1	0	0	0
Gia T¨ng S¸t Th­¬ng(Max)				40	40	40	-1	-1	0	0	0
Gia T¨ng S¸t Th­¬ng(Max)				40	50	50	-1	-1	0	0	0
Gia T¨ng S¸t Th­¬ng(Max)				40	60	60	-1	-1	0	0	0
Gia T¨ng S¸t Th­¬ng(Max)				40	70	70	-1	-1	0	0	0
Gia T¨ng S¸t Th­¬ng(Max)				40	80	80	-1	-1	0	0	0
Gia T¨ng S¸t Th­¬ng(Max)				40	90	90	-1	-1	0	0	0
Gia T¨ng S¸t Th­¬ng(Max)				40	100	100	-1	-1	0	0	0
T¹o Thµnh Thêi Gian Cho¸ng				220	1	2	-1	-1	0	0	0
T¹o Thµnh Thêi Gian Cho¸ng				220	2	4	-1	-1	0	0	0
T¹o Thµnh Thêi Gian Cho¸ng				220	4	6	-1	-1	0	0	0
T¹o Thµnh Thêi Gian Cho¸ng				220	6	8	-1	-1	0	0	0
